Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommissioned,TaxReturnsFiled,EstimatedPopulation,TotalWages
55375,STANDARD,Saint Bonifacius,MN,,44.9041,-93.749,Hennepin,FALSE,,,
55384,STANDARD,Spring Park,MN,,44.9356,-93.6341,Hennepin,FALSE,,,
55391,STANDARD,Wayzata,MN,,44.9847,-93.5422,Hennepin,FALSE,,,
55392,STANDARD,Navarre,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55401,STANDARD,Minneapolis,MN,,44.9835,-93.2683,Hennepin,FALSE,,,
55402,STANDARD,Minneapolis,MN,,44.9762,-93.2759,Hennepin,FALSE,,,
55403,STANDARD,Minneapolis,MN,,44.9673,-93.2828,Hennepin,FALSE,,,
55404,STANDARD,Minneapolis,MN,,44.9609,-93.2642,Hennepin,FALSE,,,
55405,STANDARD,Minneapolis,MN,,44.9702,-93.3047,Hennepin,FALSE,,,
55406,STANDARD,Minneapolis,MN,,44.9384,-93.2214,Hennepin,FALSE,,,
55407,STANDARD,Minneapolis,MN,,44.9378,-93.2545,Hennepin,FALSE,,,
55408,STANDARD,Minneapolis,MN,,44.9466,-93.2862,Hennepin,FALSE,,,
55409,STANDARD,Minneapolis,MN,,44.9264,-93.2818,Hennepin,FALSE,,,
55410,STANDARD,Minneapolis,MN,,44.9124,-93.3188,Hennepin,FALSE,,,
55411,STANDARD,Minneapolis,MN,,44.9996,-93.3005,Hennepin,FALSE,,,
55412,STANDARD,Minneapolis,MN,,45.0242,-93.302,Hennepin,FALSE,,,
55413,STANDARD,Minneapolis,MN,,44.998,-93.2552,Hennepin,FALSE,,,
55414,STANDARD,Minneapolis,MN,,44.9779,-93.2199,Hennepin,FALSE,,,
55415,STANDARD,Minneapolis,MN,,44.9742,-93.2585,Hennepin,FALSE,,,
55416,STANDARD,Minneapolis,MN,,44.9497,-93.3373,Hennepin,FALSE,,,
55417,STANDARD,Minneapolis,MN,,44.9054,-93.2361,Hennepin,FALSE,,,
55418,STANDARD,Minneapolis,MN,,45.0192,-93.2401,Hennepin,FALSE,,,
55419,STANDARD,Minneapolis,MN,,44.9026,-93.2886,Hennepin,FALSE,,,
55420,STANDARD,Minneapolis,MN,,44.8358,-93.2778,Hennepin,FALSE,,,
55422,STANDARD,Minneapolis,MN,,45.0096,-93.3424,Hennepin,FALSE,,,
55423,STANDARD,Minneapolis,MN,,44.8756,-93.2553,Hennepin,FALSE,,,
55424,STANDARD,Minneapolis,MN,,44.9052,-93.3403,Hennepin,FALSE,,,
55425,STANDARD,Minneapolis,MN,,44.8427,-93.2363,Hennepin,FALSE,,,
55426,STANDARD,Minneapolis,MN,,44.955,-93.3829,Hennepin,FALSE,,,
55427,STANDARD,Minneapolis,MN,,45,-93.391,Hennepin,FALSE,,,
55428,STANDARD,Minneapolis,MN,,45.0632,-93.3811,Hennepin,FALSE,,,
55429,STANDARD,Minneapolis,MN,,45.0645,-93.3413,Hennepin,FALSE,,,
55430,STANDARD,Minneapolis,MN,,45.0639,-93.3022,Hennepin,FALSE,,,
55431,STANDARD,Minneapolis,MN,,44.8288,-93.3118,Hennepin,FALSE,,,
55435,STANDARD,Minneapolis,MN,,44.8735,-93.3346,Hennepin,FALSE,,,
55436,STANDARD,Minneapolis,MN,,44.9034,-93.374,Hennepin,FALSE,,,
55437,STANDARD,Minneapolis,MN,,44.8261,-93.3538,Hennepin,FALSE,,,
55438,STANDARD,Minneapolis,MN,,44.8266,-93.375,Hennepin,FALSE,,,
55439,STANDARD,Minneapolis,MN,,44.8744,-93.3753,Hennepin,FALSE,,,
55440,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55441,STANDARD,Minneapolis,MN,,45.0058,-93.4193,Hennepin,FALSE,,,
55442,STANDARD,Minneapolis,MN,,45.0467,-93.431,Hennepin,FALSE,,,
55443,STANDARD,Minneapolis,MN,,45.1194,-93.3431,Hennepin,FALSE,,,
55444,STANDARD,Minneapolis,MN,,45.1178,-93.3054,Hennepin,FALSE,,,
55445,STANDARD,Minneapolis,MN,,45.1232,-93.3797,Hennepin,FALSE,,,
55446,STANDARD,Minneapolis,MN,,45.04,-93.4865,Hennepin,FALSE,,,
55447,STANDARD,Minneapolis,MN,,45.0033,-93.4875,Hennepin,FALSE,,,
55450,STANDARD,Minneapolis,MN,,44.8811,-93.2207,Hennepin,FALSE,,,
55454,STANDARD,Minneapolis,MN,,44.9682,-93.2429,Hennepin,FALSE,,,
55455,STANDARD,Minneapolis,MN,,44.9735,-93.2331,Hennepin,FALSE,,,
55458,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55459,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55460,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55467,STANDARD,Minneapolis,MN,,44.9861,-93.2708,Hennepin,FALSE,,,
55470,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55472,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55474,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55478,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55479,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55480,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55483,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55484,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55485,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55486,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55487,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55488,STANDARD,Minneapolis,MN,,44.98,-93.2638,Hennepin,FALSE,,,
55569,STANDARD,Osseo,MN,,45.1194,-93.4025,Hennepin,FALSE,,,
55570,STANDARD,Maple Plain,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55571,STANDARD,Maple Plain,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55572,STANDARD,Rockford,MN,,45.0883,-93.7344,Hennepin,FALSE,,,
55573,STANDARD,Young America,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55574,STANDARD,Maple Plain,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55575,STANDARD,Howard Lake,MN,,45.0608,-94.0733,Hennepin,FALSE,,,
55576,STANDARD,Maple Plain,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55577,STANDARD,Maple Plain,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55578,STANDARD,Maple Plain,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55579,STANDARD,Maple Plain,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55593,STANDARD,Maple Plain,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55595,STANDARD,Loretto,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55596,STANDARD,Loretto,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55597,STANDARD,Loretto,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55598,STANDARD,Loretto,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55599,STANDARD,Loretto,MN,,45.0159,-93.4719,Hennepin,FALSE,,,
55919,STANDARD,Brownsville,MN,,43.6707,-91.3012,Houston,FALSE,,,
55921,STANDARD,Caledonia,MN,,43.6221,-91.4837,Houston,FALSE,,,
55931,STANDARD,Eitzen,MN,,43.5084,-91.4632,Houston,FALSE,,,
55941,STANDARD,Hokah,MN,,43.7509,-91.3455,Houston,FALSE,,,
55943,STANDARD,Houston,MN,,43.7929,-91.5626,Houston,FALSE,,,
55947,STANDARD,La Crescent,MN,,43.8307,-91.3263,Houston,FALSE,,,
55974,STANDARD,Spring Grove,MN,,43.5623,-91.6368,Houston,FALSE,,,
56433,STANDARD,Akeley,MN,,47.001,-94.7234,Hubbard,FALSE,,,
56436,STANDARD,Benedict,MN,,47.158,-94.6906,Hubbard,FALSE,,,
56458,STANDARD,Lake George,MN,,47.215,-95.0021,Hubbard,FALSE,,,
56461,STANDARD,Laporte,MN,,47.2368,-94.7772,Hubbard,FALSE,,,
56467,STANDARD,Nevis,MN,,46.9319,-94.846,Hubbard,FALSE,,,
56470,STANDARD,Park Rapids,MN,,46.9377,-95.0383,Hubbard,FALSE,,,
55006,STANDARD,Braham,MN,,45.7175,-93.2037,Isanti,FALSE,,,
55008,STANDARD,Cambridge,MN,,45.5576,-93.2889,Isanti,FALSE,,,
55017,STANDARD,Dalbo,MN,,45.6787,-93.4419,Isanti,FALSE,,,
55029,STANDARD,Grandy,MN,,45.6352,-93.1952,Isanti,FALSE,,,
55040,STANDARD,Isanti,MN,,45.4682,-93.2266,Isanti,FALSE,,,
55080,STANDARD,Stanchfield,MN,,45.6675,-93.2433,Isanti,FALSE,,,
55709,STANDARD,Bovey,MN,,47.2868,-93.3723,Itasca,FALSE,,,
55716,STANDARD,Calumet,MN,,47.3229,-93.2763,Itasca,FALSE,,,
55721,STANDARD,Cohasset,MN,,47.2691,-93.6392,Itasca,FALSE,,,
55722,STANDARD,Coleraine,MN,,47.2888,-93.4277,Itasca,FALSE,,,
55730,STANDARD,Grand Rapids,MN,,47.2372,-93.5302,Itasca,FALSE,,,
55742,STANDARD,Goodland,MN,,47.1924,-93.1469,Itasca,FALSE,,,
55744,STANDARD,Grand Rapids,MN,,47.2348,-93.5115,Itasca,FALSE,,,
55745,STANDARD,Grand Rapids,MN,,47.2372,-93.5302,Itasca,FALSE,,,
55753,STANDARD,Keewatin,MN,,47.398,-93.0784,Itasca,FALSE,,,
55764,STANDARD,Marble,MN,,47.3219,-93.2939,Itasca,FALSE,,,
55769,STANDARD,Nashwauk,MN,,47.42,-93.2168,Itasca,FALSE,,,
55775,STANDARD,Pengilly,MN,,47.3151,-93.1937,Itasca,FALSE,,,
55784,STANDARD,Swan River,MN,,47.0739,-93.1964,Itasca,FALSE,,,
55786,STANDARD,Taconite,MN,,47.3164,-93.3904,Itasca,FALSE,,,
55793,STANDARD,Warba,MN,,47.1361,-93.2764,Itasca,FALSE,,,
56628,STANDARD,Bigfork,MN,,47.7502,-93.6707,Itasca,FALSE,,,
56631,STANDARD,Bowstring,MN,,47.543,-93.7966,Itasca,FALSE,,,
56636,STANDARD,Deer River,MN,,47.3829,-93.8498,Itasca,FALSE,,,
56637,STANDARD,Talmoon,MN,,47.5888,-93.7749,Itasca,FALSE,,,
56639,STANDARD,Effie,MN,,47.8472,-93.5799,Itasca,FALSE,,,
56657,STANDARD,Marcell,MN,,47.5485,-93.6236,Itasca,FALSE,,,
56659,STANDARD,Max,MN,,47.6147,-94.068,Itasca,FALSE,,,
56680,STANDARD,Spring Lake,MN,,47.6359,-93.922,Itasca,FALSE,,,
56681,STANDARD,Squaw Lake,MN,,47.6362,-94.1475,Itasca,FALSE,,,
56688,STANDARD,Wirt,MN,,47.7462,-93.963,Itasca,FALSE,,,
56111,STANDARD,Alpha,MN,,43.5946,-94.9051,Jackson,FALSE,,,
56137,STANDARD,Heron Lake,MN,,43.7979,-95.3267,Jackson,FALSE,,,
56143,STANDARD,Jackson,MN,,43.6457,-94.9938,Jackson,FALSE,,,
56150,STANDARD,Lakefield,MN,,43.6545,-95.1848,Jackson,FALSE,,,
56161,STANDARD,Okabena,MN,,43.723,-95.3381,Jackson,FALSE,,,
55051,STANDARD,Mora,MN,,45.8958,-93.2942,Kanabec,FALSE,,,
56358,STANDARD,Ogilvie,MN,,45.8476,-93.4359,Kanabec,FALSE,,,
56201,STANDARD,Willmar,MN,,45.1393,-95.0523,Kandiyohi,FALSE,,,
56209,STANDARD,Atwater,MN,,45.1116,-94.7938,Kandiyohi,FALSE,,,
56216,STANDARD,Blomkest,MN,,44.9501,-95.0588,Kandiyohi,FALSE,,,
56251,STANDARD,Kandiyohi,MN,,45.1426,-94.9183,Kandiyohi,FALSE,,,
56253,STANDARD,Lake Lillian,MN,,44.966,-94.9014,Kandiyohi,FALSE,,,
56273,STANDARD,New London,MN,,45.2949,-94.948,Kandiyohi,FALSE,,,
56279,STANDARD,Pennock,MN,,45.131,-95.1753,Kandiyohi,FALSE,,,
56281,STANDARD,Prinsburg,MN,,44.9371,-95.1865,Kandiyohi,FALSE,,,
56282,STANDARD,Raymond,MN,,45.0181,-95.2208,Kandiyohi,FALSE,,,
56288,STANDARD,Spicer,MN,,45.2241,-94.9116,Kandiyohi,FALSE,,,
56289,STANDARD,Sunburg,MN,,45.3583,-95.2049,Kandiyohi,FALSE,,,
56720,STANDARD,Donaldson,MN,,48.5722,-96.8964,Kittson,FALSE,,,
56728,STANDARD,Hallock,MN,,48.7749,-96.9445,Kittson,FALSE,,,
56729,STANDARD,Halma,MN,,48.6669,-96.5969,Kittson,FALSE,,,
56731,STANDARD,Humboldt,MN,,48.9211,-97.0934,Kittson,FALSE,,,
56732,STANDARD,Karlstad,MN,,48.5916,-96.5511,Kittson,FALSE,,,
56733,STANDARD,Kennedy,MN,,48.6337,-96.9614,Kittson,FALSE,,,
56734,STANDARD,Lake Bronson,MN,,48.7787,-96.6431,Kittson,FALSE,,,
56735,STANDARD,Lancaster,MN,,48.9153,-96.6366,Kittson,FALSE,,,
56740,STANDARD,Noyes,MN,,48.9975,-97.2045,Kittson,FALSE,,,
56755,STANDARD,Saint Vincent,MN,,48.9458,-97.1703,Kittson,FALSE,,,
56627,STANDARD,Big Falls,MN,,48.156,-93.7296,Koochiching,FALSE,,,
56629,STANDARD,Birchdale,MN,,48.6247,-94.1677,Koochiching,FALSE,,,
56649,STANDARD,International Falls,MN,,48.601,-93.411,Koochiching,FALSE,,,
56653,STANDARD,Littlefork,MN,,48.3852,-93.5399,Koochiching,FALSE,,,
56654,STANDARD,Loman,MN,,48.5164,-93.8407,Koochiching,FALSE,,,
56658,STANDARD,Margie,MN,,48.0904,-93.8292,Koochiching,FALSE,,,
56660,STANDARD,Mizpah,MN,,47.9495,-94.1467,Koochiching,FALSE,,,
56661,STANDARD,Northome,MN,,47.844,-94.2043,Koochiching,FALSE,,,
56668,STANDARD,Ranier,MN,,48.613,-93.3488,Koochiching,FALSE,,,
56669,STANDARD,Kabetogama,MN,,48.2463,-93.7842,Koochiching,FALSE,,,
56679,STANDARD,South International Falls,MN,,48.5866,-93.399,Koochiching,FALSE,,,
56212,STANDARD,Bellingham,MN,,45.1556,-96.3224,Lac qui Parle,FALSE,,,
56218,STANDARD,Boyd,MN,,44.8507,-95.9421,Lac qui Parle,FALSE,,,
56232,STANDARD,Dawson,MN,,44.9327,-96.0545,Lac qui Parle,FALSE,,,
56256,STANDARD,Madison,MN,,44.9946,-96.1645,Lac qui Parle,FALSE,,,
56257,STANDARD,Marietta,MN,,44.9636,-96.4094,Lac qui Parle,FALSE,,,
55601,STANDARD,Beaver Bay,MN,,47.256,-91.3566,Lake,FALSE,,,
55603,STANDARD,Finland,MN,,47.4197,-91.2096,Lake,FALSE,,,
55607,STANDARD,Isabella,MN,,47.6604,-91.4989,Lake,FALSE,,,
55609,STANDARD,Knife River,MN,,46.9539,-91.778,Lake,FALSE,,,
55614,STANDARD,Silver Bay,MN,,47.3585,-91.2205,Lake,FALSE,,,
55616,STANDARD,Two Harbors,MN,,47.0394,-91.6783,Lake,FALSE,,,
56623,STANDARD,Baudette,MN,,48.6927,-94.5995,Lake of the Woods,FALSE,,,
56686,STANDARD,Williams,MN,,48.8022,-94.9556,Lake of the Woods,FALSE,,,
56711,STANDARD,Angle Inlet,MN,,49.3453,-95.0627,Lake of the Woods,FALSE,,,
56741,STANDARD,Oak Island,MN,,49.3135,-94.8492,Lake of the Woods,FALSE,,,
56017,STANDARD,Cleveland,MN,,44.3201,-93.8286,Le Sueur,FALSE,,,
56028,STANDARD,Elysian,MN,,44.2231,-93.6965,Le Sueur,FALSE,,,
56050,STANDARD,Kasota,MN,,44.2842,-93.9453,Le Sueur,FALSE,,,
56052,STANDARD,Kilkenny,MN,,44.3133,-93.5741,Le Sueur,FALSE,,,
56057,STANDARD,Le Center,MN,,44.3853,-93.7214,Le Sueur,FALSE,,,
56058,STANDARD,Le Sueur,MN,,44.4582,-93.8856,Le Sueur,FALSE,,,
56069,STANDARD,Montgomery,MN,,44.4356,-93.581,Le Sueur,FALSE,,,
56071,STANDARD,New Prague,MN,,44.5402,-93.5805,Le Sueur,FALSE,,,
56096,STANDARD,Waterville,MN,,44.2238,-93.5751,Le Sueur,FALSE,,,
56113,STANDARD,Arco,MN,,44.4091,-96.1999,Lincoln,FALSE,,,
56136,STANDARD,Hendricks,MN,,44.4995,-96.4078,Lincoln,FALSE,,,
56142,STANDARD,Ivanhoe,MN,,44.4633,-96.2473,Lincoln,FALSE,,,
56149,STANDARD,Lake Benton,MN,,44.2782,-96.291,Lincoln,FALSE,,,
56178,STANDARD,Tyler,MN,,44.2773,-96.1302,Lincoln,FALSE,,,
56115,STANDARD,Balaton,MN,,44.2253,-95.8838,Lyon,FALSE,,,
56132,STANDARD,Garvin,MN,,44.2293,-95.7672,Lyon,FALSE,,,
56157,STANDARD,Lynd,MN,,44.4032,-95.9233,Lyon,FALSE,,,
56169,STANDARD,Russell,MN,,44.3201,-95.9426,Lyon,FALSE,,,
56175,STANDARD,Tracy,MN,,44.2342,-95.6213,Lyon,FALSE,,,
56229,STANDARD,Cottonwood,MN,,44.6003,-95.6925,Lyon,FALSE,,,
56239,STANDARD,Ghent,MN,,44.5078,-95.8936,Lyon,FALSE,,,
56258,STANDARD,Marshall,MN,,44.4481,-95.7795,Lyon,FALSE,,,
56264,STANDARD,Minneota,MN,,44.5587,-95.9767,Lyon,FALSE,,,
56291,STANDARD,Taunton,MN,,44.5951,-96.0526,Lyon,FALSE,,,
55312,STANDARD,Brownton,MN,,44.7281,-94.3306,McLeod,FALSE,,,
55336,STANDARD,Glencoe,MN,,44.778,-94.1616,McLeod,FALSE,,,
55350,STANDARD,Hutchinson,MN,,44.8946,-94.3847,McLeod,FALSE,,,
55354,STANDARD,Lester Prairie,MN,,44.8739,-94.0551,McLeod,FALSE,,,
55370,STANDARD,Plato,MN,,44.7657,-94.0506,McLeod,FALSE,,,
55381,STANDARD,Silver Lake,MN,,44.9139,-94.1974,McLeod,FALSE,,,
55385,STANDARD,Stewart,MN,,44.7259,-94.4516,McLeod,FALSE,,,
55395,STANDARD,Winsted,MN,,44.9585,-94.0552,McLeod,FALSE,,,
56516,STANDARD,Bejou,MN,,47.4491,-95.9454,Mahnomen,FALSE,,,
56557,STANDARD,Mahnomen,MN,,47.3362,-95.8856,Mahnomen,FALSE,,,
56566,STANDARD,Naytahwaush,MN,,47.2601,-95.6283,Mahnomen,FALSE,,,
56589,STANDARD,Waubun,MN,,47.192,-95.8871,Mahnomen,FALSE,,,
56710,STANDARD,Alvarado,MN,,48.202,-96.9915,Marshall,FALSE,,,
56713,STANDARD,Argyle,MN,,48.3314,-96.8671,Marshall,FALSE,,,
56724,STANDARD,Gatzke,MN,,48.4104,-95.7903,Marshall,FALSE,,,
56727,STANDARD,Grygla,MN,,48.3071,-95.6398,Marshall,FALSE,,,
56737,STANDARD,Middle River,MN,,48.4426,-96.1232,Marshall,FALSE,,,
56738,STANDARD,Newfolden,MN,,48.2895,-96.255,Marshall,FALSE,,,
56744,STANDARD,Oslo,MN,,48.2066,-97.1163,Marshall,FALSE,,,
56757,STANDARD,Stephen,MN,,48.4525,-96.8674,Marshall,FALSE,,,
56758,STANDARD,Strandquist,MN,,48.4526,-96.4723,Marshall,FALSE,,,
56760,STANDARD,Viking,MN,,48.2349,-96.4749,Marshall,FALSE,,,
56762,STANDARD,Warren,MN,,48.2614,-96.7726,Marshall,FALSE,,,
56031,STANDARD,Fairmont,MN,,43.6376,-94.451,Martin,FALSE,,,
56039,STANDARD,Granada,MN,,43.7061,-94.3307,Martin,FALSE,,,
56075,STANDARD,Northrop,MN,,43.7353,-94.4357,Martin,FALSE,,,
56088,STANDARD,Truman,MN,,43.82,-94.4319,Martin,FALSE,,,
56121,STANDARD,Ceylon,MN,,43.5382,-94.6149,Martin,FALSE,,,
56127,STANDARD,Dunnell,MN,,43.5531,-94.7876,Martin,FALSE,,,
56162,STANDARD,Ormsby,MN,,43.8616,-94.6873,Martin,FALSE,,,
56171,STANDARD,Sherburn,MN,,43.6611,-94.7269,Martin,FALSE,,,
56176,STANDARD,Trimont,MN,,43.7827,-94.7186,Martin,FALSE,,,
56181,STANDARD,Welcome,MN,,43.6705,-94.5886,Martin,FALSE,,,
55324,STANDARD,Darwin,MN,,45.1029,-94.4249,Meeker,FALSE,,,
55325,STANDARD,Dassel,MN,,45.1032,-94.3305,Meeker,FALSE,,,
55329,STANDARD,Eden Valley,MN,,45.302,-94.6039,Meeker,FALSE,,,
55355,STANDARD,Litchfield,MN,,45.1263,-94.5268,Meeker,FALSE,,,
55389,STANDARD,Watkins,MN,,45.3087,-94.4297,Meeker,FALSE,,,
56228,STANDARD,Cosmos,MN,,44.959,-94.6978,Meeker,FALSE,,,
56243,STANDARD,Grove City,MN,,45.1532,-94.6878,Meeker,FALSE,,,
55371,STANDARD,Princeton,MN,,45.5851,-93.5961,Mille Lacs,FALSE,,,
56313,STANDARD,Bock,MN,,45.7845,-93.5522,Mille Lacs,FALSE,,,
56330,STANDARD,Foreston,MN,,45.7028,-93.6958,Mille Lacs,FALSE,,,
56342,STANDARD,Isle,MN,,46.1696,-93.4741,Mille Lacs,FALSE,,,
56353,STANDARD,Milaca,MN,,45.7795,-93.6453,Mille Lacs,FALSE,,,
56359,STANDARD,Onamia,MN,,46.0902,-93.6867,Mille Lacs,FALSE,,,
56363,STANDARD,Pease,MN,,45.6974,-93.6465,Mille Lacs,FALSE,,,
56386,STANDARD,Wahkon,MN,,46.1121,-93.4972,Mille Lacs,FALSE,,,
56314,STANDARD,Bowlus,MN,,45.8121,-94.4175,Morrison,FALSE,,,
56317,STANDARD,Buckman,MN,,45.8975,-94.0936,Morrison,FALSE,,,
56328,STANDARD,Flensburg,MN,,45.9552,-94.535,Morrison,FALSE,,,
56338,STANDARD,Hillman,MN,,46.0678,-93.8812,Morrison,FALSE,,,
56344,STANDARD,Lastrup,MN,,46.0394,-94.0633,Morrison,FALSE,,,
56345,STANDARD,Little Falls,MN,,45.9811,-94.3604,Morrison,FALSE,,,
56364,STANDARD,Pierz,MN,,46.0081,-94.0853,Morrison,FALSE,,,
56373,STANDARD,Royalton,MN,,45.8589,-94.2211,Morrison,FALSE,,,
56382,STANDARD,Swanville,MN,,45.9431,-94.6289,Morrison,FALSE,,,
56384,STANDARD,Upsala,MN,,45.8097,-94.5755,Morrison,FALSE,,,
56388,STANDARD,Waite Park,MN,,45.5572,-94.2242,Morrison,FALSE,,,
56443,STANDARD,Cushing,MN,,46.2022,-94.6185,Morrison,FALSE,,,
56466,STANDARD,Motley,MN,,46.2881,-94.5638,Morrison,FALSE,,,
56475,STANDARD,Randall,MN,,46.0734,-94.5005,Morrison,FALSE,,,
55909,STANDARD,Adams,MN,,43.5591,-92.7305,Mower,FALSE,,,
55912,STANDARD,Austin,MN,,43.6695,-92.9784,Mower,FALSE,,,
55918,STANDARD,Brownsdale,MN,,43.7248,-92.8738,Mower,FALSE,,,
55926,STANDARD,Dexter,MN,,43.716,-92.7268,Mower,FALSE,,,
55933,STANDARD,Elkton,MN,,43.6348,-92.7104,Mower,FALSE,,,
55936,STANDARD,Grand Meadow,MN,,43.7101,-92.5692,Mower,FALSE,,,
55950,STANDARD,Lansing,MN,,43.7452,-92.9702,Mower,FALSE,,,
55951,STANDARD,Le Roy,MN,,43.5315,-92.5065,Mower,FALSE,,,
55953,STANDARD,Lyle,MN,,43.5309,-92.9328,Mower,FALSE,,,
55967,STANDARD,Racine,MN,,43.79,-92.531,Mower,FALSE,,,
55970,STANDARD,Rose Creek,MN,,43.6036,-92.8319,Mower,FALSE,,,
55973,STANDARD,Sargeant,MN,,43.809,-92.7595,Mower,FALSE,,,
55977,STANDARD,Taopi,MN,,43.5458,-92.6335,Mower,FALSE,,,
55982,STANDARD,Waltham,MN,,43.807,-92.8734,Mower,FALSE,,,
56114,STANDARD,Avoca,MN,,43.9706,-95.6002,Murray,FALSE,,,
56122,STANDARD,Chandler,MN,,43.9163,-95.9296,Murray,FALSE,,,
56123,STANDARD,Currie,MN,,44.0946,-95.6953,Murray,FALSE,,,
56125,STANDARD,Dovray,MN,,44.0533,-95.5499,Murray,FALSE,,,
56131,STANDARD,Fulda,MN,,43.8753,-95.5979,Murray,FALSE,,,
56141,STANDARD,Iona,MN,,43.9026,-95.7718,Murray,FALSE,,,
56151,STANDARD,Lake Wilson,MN,,44.0095,-95.9797,Murray,FALSE,,,
56172,STANDARD,Slayton,MN,,43.9856,-95.7554,Murray,FALSE,,,
56003,STANDARD,Mankato,MN,,44.2172,-94.0942,Nicollet,FALSE,,,
56021,STANDARD,Courtland,MN,,44.2791,-94.3482,Nicollet,FALSE,,,
56054,STANDARD,Lafayette,MN,,44.4073,-94.4365,Nicollet,FALSE,,,
56074,STANDARD,Nicollet,MN,,44.2724,-94.1867,Nicollet,FALSE,,,
56082,STANDARD,Saint Peter,MN,,44.3351,-93.9811,Nicollet,FALSE,,,
56110,STANDARD,Adrian,MN,,43.6197,-95.9273,Nobles,FALSE,,,
56117,STANDARD,Bigelow,MN,,43.5336,-95.6515,Nobles,FALSE,,,
56119,STANDARD,Brewster,MN,,43.7032,-95.4807,Nobles,FALSE,,,
56129,STANDARD,Ellsworth,MN,,43.5265,-96.0112,Nobles,FALSE,,,
56153,STANDARD,Leota,MN,,43.8404,-96.0128,Nobles,FALSE,,,
56155,STANDARD,Lismore,MN,,43.7339,-95.9682,Nobles,FALSE,,,
56165,STANDARD,Reading,MN,,43.7136,-95.7389,Nobles,FALSE,,,
56167,STANDARD,Round Lake,MN,,43.562,-95.4502,Nobles,FALSE,,,
56168,STANDARD,Rushmore,MN,,43.624,-95.7767,Nobles,FALSE,,,
56185,STANDARD,Wilmont,MN,,43.7692,-95.8324,Nobles,FALSE,,,
56187,STANDARD,Worthington,MN,,43.6286,-95.6059,Nobles,FALSE,,,
56510,STANDARD,Ada,MN,,47.3253,-96.5973,Norman,FALSE,,,
56519,STANDARD,Borup,MN,,47.1896,-96.553,Norman,FALSE,,,
56541,STANDARD,Flom,MN,,47.1588,-96.1309,Norman,FALSE,,,
56545,STANDARD,Gary,MN,,47.3675,-96.2152,Norman,FALSE,,,
56548,STANDARD,Halstad,MN,,47.3551,-96.798,Norman,FALSE,,,
56550,STANDARD,Hendrum,MN,,47.2689,-96.7987,Norman,FALSE,,,
56574,STANDARD,Perley,MN,,47.1831,-96.7777,Norman,FALSE,,,
56581,STANDARD,Shelly,MN,,47.4554,-96.7838,Norman,FALSE,,,
56584,STANDARD,Twin Valley,MN,,47.2509,-96.2464,Norman,FALSE,,,
55901,STANDARD,Rochester,MN,,44.0496,-92.4896,Olmsted,FALSE,,,
55902,STANDARD,Rochester,MN,,44.0032,-92.4835,Olmsted,FALSE,,,
55903,STANDARD,Rochester,MN,,43.9966,-92.5409,Olmsted,FALSE,,,
55904,STANDARD,Rochester,MN,,44.0105,-92.3973,Olmsted,FALSE,,,
55905,STANDARD,Rochester,MN,,44.0225,-92.4668,Olmsted,FALSE,,,
55906,STANDARD,Rochester,MN,,44.1078,-92.4053,Olmsted,FALSE,,,
55920,STANDARD,Byron,MN,,44.0373,-92.6308,Olmsted,FALSE,,,
55929,STANDARD,Dover,MN,,44.0015,-92.1415,Olmsted,FALSE,,,
