Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommissioned,TaxReturnsFiled,EstimatedPopulation,TotalWages
99553,STANDARD,Akutan,AK,,54.143,-165.7854,Aleutians East,FALSE,,,
99571,STANDARD,Cold Bay,AK,,55.1858,-162.7211,Aleutians East,FALSE,,,
99583,STANDARD,False Pass,AK,,54.8542,-163.4113,Aleutians East,FALSE,,,
99612,STANDARD,King Cove,AK,,55.0628,-162.3056,Aleutians East,FALSE,,,
99661,STANDARD,Sand Point,AK,,55.3192,-160.4914,Aleutians East,FALSE,,,
99546,STANDARD,Adak,AK,,51.874,-176.634,Aleutians West (CA),FALSE,,,
99547,STANDARD,Atka,AK,,52.1961,-174.2006,Aleutians West (CA),FALSE,,,
99591,STANDARD,Saint George Island,AK,,56.5944,-169.6186,Aleutians West (CA),FALSE,,,
99638,STANDARD,Nikolski,AK,,52.9381,-168.8678,Aleutians West (CA),FALSE,,,
99660,STANDARD,Saint Paul Island,AK,,57.1842,-170.2764,Aleutians West (CA),FALSE,,,
99685,STANDARD,Unalaska,AK,,53.8871,-166.5199,Aleutians West (CA),FALSE,,,
99692,STANDARD,Dutch Harbor,AK,,53.8898,-166.5422,Aleutians West (CA),FALSE,,,
99501,STANDARD,Anchorage,AK,,61.2116,-149.8761,Anchorage Municipality,FALSE,,,
99502,STANDARD,Anchorage,AK,,61.1661,-149.96,Anchorage Municipality,FALSE,,,
99503,STANDARD,Anchorage,AK,,61.19,-149.8938,Anchorage Municipality,FALSE,,,
99504,STANDARD,Anchorage,AK,,61.2037,-149.7447,Anchorage Municipality,FALSE,,,
99505,STANDARD,Jber,AK,,59.8666,-158.5996,Anchorage Municipality,FALSE,,,
99506,STANDARD,Jber,AK,,59.8666,-158.5996,Anchorage Municipality,FALSE,,,
99507,STANDARD,Anchorage,AK,,61.1535,-149.8289,Anchorage Municipality,FALSE,,,
99508,STANDARD,Anchorage,AK,,61.206,-149.8101,Anchorage Municipality,FALSE,,,
99509,STANDARD,Anchorage,AK,,61.2181,-149.9003,Anchorage Municipality,FALSE,,,
99510,STANDARD,Anchorage,AK,,61.1446,-149.8784,Anchorage Municipality,FALSE,,,
99511,STANDARD,Anchorage,AK,,61.0683,-149.8005,Anchorage Municipality,FALSE,,,
99513,STANDARD,Anchorage,AK,,61.2149,-149.8862,Anchorage Municipality,FALSE,,,
99514,STANDARD,Anchorage,AK,,61.2181,-149.9003,Anchorage Municipality,FALSE,,,
99515,STANDARD,Anchorage,AK,,61.1194,-149.8974,Anchorage Municipality,FALSE,,,
99516,STANDARD,Anchorage,AK,,61.1054,-149.78,Anchorage Municipality,FALSE,,,
99517,STANDARD,Anchorage,AK,,61.1901,-149.9361,Anchorage Municipality,FALSE,,,
99518,STANDARD,Anchorage,AK,,61.1549,-149.8866,Anchorage Municipality,FALSE,,,
99519,STANDARD,Anchorage,AK,,61.1089,-149.4403,Anchorage Municipality,FALSE,,,
99520,STANDARD,Anchorage,AK,,61.2181,-149.9003,Anchorage Municipality,FALSE,,,
99521,STANDARD,Anchorage,AK,,61.2181,-149.9003,Anchorage Municipality,FALSE,,,
99522,STANDARD,Anchorage,AK,,61.2181,-149.9003,Anchorage Municipality,FALSE,,,
99523,STANDARD,Anchorage,AK,,61.2181,-149.9003,Anchorage Municipality,FALSE,,,
99524,STANDARD,Anchorage,AK,,61.2181,-149.9003,Anchorage Municipality,FALSE,,,
99529,STANDARD,Anchorage,AK,,61.1515,-149.9443,Anchorage Municipality,FALSE,,,
99530,STANDARD,Anchorage,AK,,61.1515,-149.9443,Anchorage Municipality,FALSE,,,
99540,STANDARD,Indian,AK,,61.1089,-149.4403,Anchorage Municipality,FALSE,,,
99567,STANDARD,Chugiak,AK,,61.4098,-149.4537,Anchorage Municipality,FALSE,,,
99577,STANDARD,Eagle River,AK,,61.3114,-149.5085,Anchorage Municipality,FALSE,,,
99587,STANDARD,Girdwood,AK,,60.9577,-149.1406,Anchorage Municipality,FALSE,,,
99599,STANDARD,Anchorage,AK,,61.1872,-149.8804,Anchorage Municipality,FALSE,,,
99695,STANDARD,Anchorage,AK,,61.1089,-149.4403,Anchorage Municipality,FALSE,,,
99545,STANDARD,Kongiganak,AK,,59.9599,-162.8919,Bethel Census Area,FALSE,,,
99551,STANDARD,Akiachak,AK,,60.9094,-161.4314,Bethel Census Area,FALSE,,,
99552,STANDARD,Akiak,AK,,60.9122,-161.2139,Bethel Census Area,FALSE,,,
99557,STANDARD,Aniak,AK,,61.5783,-159.5222,Bethel Census Area,FALSE,,,
99559,STANDARD,Bethel,AK,,60.7922,-161.7558,Bethel Census Area,FALSE,,,
99561,STANDARD,Chefornak,AK,,60.1537,-164.2103,Bethel Census Area,FALSE,,,
99575,STANDARD,Crooked Creek,AK,,61.8181,-158.0025,Bethel Census Area,FALSE,,,
99578,STANDARD,Eek,AK,,60.2151,-162.0323,Bethel Census Area,FALSE,,,
99589,STANDARD,Goodnews Bay,AK,,59.1189,-161.5875,Bethel Census Area,FALSE,,,
99607,STANDARD,Kalskag,AK,,61.541,-160.3261,Bethel Census Area,FALSE,,,
99609,STANDARD,Kasigluk,AK,,60.8956,-162.5181,Bethel Census Area,FALSE,,,
99614,STANDARD,Kipnuk,AK,,59.9232,-164.101,Bethel Census Area,FALSE,,,
99621,STANDARD,Kwethluk,AK,,60.8122,-161.4358,Bethel Census Area,FALSE,,,
99622,STANDARD,Kwigillingok,AK,,59.8644,-163.1342,Bethel Census Area,FALSE,,,
99626,STANDARD,Lower Kalskag,AK,,61.5138,-160.36,Bethel Census Area,FALSE,,,
99630,STANDARD,Mekoryuk,AK,,60.3657,-166.2836,Bethel Census Area,FALSE,,,
99634,STANDARD,Napakiak,AK,,60.6967,-161.9519,Bethel Census Area,FALSE,,,
99637,STANDARD,Toksook Bay,AK,,60.5338,-165.1037,Bethel Census Area,FALSE,,,
99641,STANDARD,Nunapitchuk,AK,,60.8969,-162.4594,Bethel Census Area,FALSE,,,
99651,STANDARD,Platinum,AK,,59.0131,-161.8164,Bethel Census Area,FALSE,,,
99655,STANDARD,Quinhagak,AK,,59.7381,-161.8749,Bethel Census Area,FALSE,,,
99656,STANDARD,Red Devil,AK,,61.7611,-157.3125,Bethel Census Area,FALSE,,,
99668,STANDARD,Sleetmute,AK,,61.7025,-157.1697,Bethel Census Area,FALSE,,,
99679,STANDARD,Tuluksak,AK,,61.1088,-160.9389,Bethel Census Area,FALSE,,,
99680,STANDARD,Tuntutuliak,AK,,60.3431,-162.6631,Bethel Census Area,FALSE,,,
99681,STANDARD,Tununak,AK,,60.5856,-165.2558,Bethel Census Area,FALSE,,,
99690,STANDARD,Nightmute,AK,,60.4794,-164.7239,Bethel Census Area,FALSE,,,
99613,STANDARD,King Salmon,AK,,58.6883,-156.6614,Bristol Bay,FALSE,,,
99633,STANDARD,Naknek,AK,,58.783,-156.8992,Bristol Bay,FALSE,,,
99670,STANDARD,South Naknek,AK,,58.6639,-156.9756,Bristol Bay,FALSE,,,
99574,STANDARD,Cordova,AK,,60.5362,-145.7534,Chugach Census Area,FALSE,,,
99677,STANDARD,Tatitlek,AK,,60.8906,-146.6703,Chugach Census Area,FALSE,,,
99686,STANDARD,Valdez,AK,,61.101,-146.9,Chugach Census Area,FALSE,,,
99693,STANDARD,Whittier,AK,,60.7734,-148.6839,Chugach Census Area,FALSE,,,
99566,STANDARD,Chitina,AK,,61.5156,-144.4396,Copper River Census Area,FALSE,,,
99573,STANDARD,Copper Center,AK,,61.977,-145.3297,Copper River Census Area,FALSE,,,
99586,STANDARD,Gakona,AK,,62.3014,-145.3027,Copper River Census Area,FALSE,,,
99588,STANDARD,Glennallen,AK,,62.1039,-145.6617,Copper River Census Area,FALSE,,,
99704,STANDARD,Clear,AK,,64.2966,-149.1608,Denali,FALSE,,,
99729,STANDARD,Cantwell,AK,,63.3955,-148.8973,Denali,FALSE,,,
99743,STANDARD,Healy,AK,,63.9171,-149.0111,Denali,FALSE,,,
99744,STANDARD,Anderson,AK,,64.3442,-149.1869,Denali,FALSE,,,
99755,STANDARD,Denali National Park,AK,,63.5436,-149.9867,Denali,FALSE,,,
99555,STANDARD,Aleknagik,AK,,59.2697,-158.6199,Dillingham (CA),FALSE,,,
99569,STANDARD,Clarks Point,AK,,58.8173,-158.5299,Dillingham (CA),FALSE,,,
99576,STANDARD,Dillingham,AK,,59.0402,-158.5231,Dillingham (CA),FALSE,,,
99580,STANDARD,Ekwok,AK,,59.3628,-157.4782,Dillingham (CA),FALSE,,,
99628,STANDARD,Manokotak,AK,,59.0096,-158.9897,Dillingham (CA),FALSE,,,
99636,STANDARD,New Stuyahok,AK,,59.4882,-157.2905,Dillingham (CA),FALSE,,,
99678,STANDARD,Togiak,AK,,59.0619,-160.3764,Dillingham (CA),FALSE,,,
99701,STANDARD,Fairbanks,AK,,64.8378,-147.7164,Fairbanks North Star,FALSE,,,
99702,STANDARD,Eielson Afb,AK,,64.6735,-147.0805,Fairbanks North Star,FALSE,,,
99703,STANDARD,Fort Wainwright,AK,,64.8283,-147.6557,Fairbanks North Star,FALSE,,,
99705,STANDARD,North Pole,AK,,64.7805,-147.3694,Fairbanks North Star,FALSE,,,
99706,STANDARD,Fairbanks,AK,,64.8521,-147.9377,Fairbanks North Star,FALSE,,,
99707,STANDARD,Fairbanks,AK,,64.8378,-147.7164,Fairbanks North Star,FALSE,,,
99708,STANDARD,Fairbanks,AK,,64.9475,-147.8564,Fairbanks North Star,FALSE,,,
99709,STANDARD,Fairbanks,AK,,64.8544,-147.8469,Fairbanks North Star,FALSE,,,
99710,STANDARD,Fairbanks,AK,,64.8378,-147.7164,Fairbanks North Star,FALSE,,,
99711,STANDARD,Fairbanks,AK,,64.8378,-147.7164,Fairbanks North Star,FALSE,,,
99712,STANDARD,Fairbanks,AK,,64.9109,-147.5105,Fairbanks North Star,FALSE,,,
99714,STANDARD,Salcha,AK,,64.5091,-146.953,Fairbanks North Star,FALSE,,,
99716,STANDARD,Two Rivers,AK,,64.8746,-146.8982,Fairbanks North Star,FALSE,,,
99725,STANDARD,Ester,AK,,64.871,-148.0949,Fairbanks North Star,FALSE,,,
99775,STANDARD,Fairbanks,AK,,64.8591,-147.8267,Fairbanks North Star,FALSE,,,
99790,STANDARD,Fairbanks,AK,,64.8378,-147.7164,Fairbanks North Star,FALSE,,,
99827,STANDARD,Haines,AK,,59.2519,-135.542,Haines,FALSE,,,
99820,STANDARD,Angoon,AK,,57.5005,-134.586,Hoonah-Angoon,FALSE,,,
99825,STANDARD,Elfin Cove,AK,,58.1944,-136.3433,Hoonah-Angoon,FALSE,,,
99826,STANDARD,Gustavus,AK,,58.4284,-135.7615,Hoonah-Angoon,FALSE,,,
99829,STANDARD,Hoonah,AK,,58.0977,-135.4316,Hoonah-Angoon,FALSE,,,
99832,STANDARD,Pelican,AK,,57.9608,-136.2275,Hoonah-Angoon,FALSE,,,
99841,STANDARD,Tenakee Springs,AK,,57.7808,-135.2189,Hoonah-Angoon,FALSE,,,
99801,STANDARD,Juneau,AK,,58.3628,-134.5294,Juneau City and Borough,FALSE,,,
99802,STANDARD,Juneau,AK,,58.3019,-134.4197,Juneau City and Borough,FALSE,,,
99803,STANDARD,Juneau,AK,,58.3019,-134.4197,Juneau City and Borough,FALSE,,,
99811,STANDARD,Juneau,AK,,58.3019,-134.4197,Juneau City and Borough,FALSE,,,
99812,STANDARD,Juneau,AK,,58.3271,-134.4742,Juneau City and Borough,FALSE,,,
99821,STANDARD,Auke Bay,AK,,58.4494,-134.7003,Juneau City and Borough,FALSE,,,
99824,STANDARD,Douglas,AK,,58.2756,-134.395,Juneau City and Borough,FALSE,,,
99850,STANDARD,Juneau,AK,,58.3019,-134.4197,Juneau City and Borough,FALSE,,,
99556,STANDARD,Anchor Point,AK,,59.8371,-151.7078,Kenai Peninsula,FALSE,,,
99568,STANDARD,Clam Gulch,AK,,60.2311,-151.3936,Kenai Peninsula,FALSE,,,
99572,STANDARD,Cooper Landing,AK,,60.4767,-149.8235,Kenai Peninsula,FALSE,,,
99603,STANDARD,Homer,AK,,59.5374,-151.2356,Kenai Peninsula,FALSE,,,
99605,STANDARD,Hope,AK,,60.8726,-149.4683,Kenai Peninsula,FALSE,,,
99610,STANDARD,Kasilof,AK,,60.3164,-151.2896,Kenai Peninsula,FALSE,,,
99611,STANDARD,Kenai,AK,,60.6145,-151.2546,Kenai Peninsula,FALSE,,,
99631,STANDARD,Moose Pass,AK,,60.6148,-149.4056,Kenai Peninsula,FALSE,,,
99635,STANDARD,Nikiski,AK,,60.7007,-151.2766,Kenai Peninsula,FALSE,,,
99639,STANDARD,Ninilchik,AK,,60.0108,-151.6396,Kenai Peninsula,FALSE,,,
99663,STANDARD,Seldovia,AK,,59.4495,-151.7009,Kenai Peninsula,FALSE,,,
99664,STANDARD,Seward,AK,,60.1329,-149.3985,Kenai Peninsula,FALSE,,,
99669,STANDARD,Soldotna,AK,,60.4818,-151.1358,Kenai Peninsula,FALSE,,,
99672,STANDARD,Sterling,AK,,60.5136,-150.8532,Kenai Peninsula,FALSE,,,
99682,STANDARD,Tyonek,AK,,61.0681,-151.1369,Kenai Peninsula,FALSE,,,
99901,STANDARD,Ketchikan,AK,,55.372,-131.6832,Ketchikan Gateway,FALSE,,,
99928,STANDARD,Ward Cove,AK,,55.3954,-131.6754,Ketchikan Gateway,FALSE,,,
99950,STANDARD,Ketchikan,AK,,55.3422,-131.6478,Ketchikan Gateway,FALSE,,,
99550,STANDARD,Port Lions,AK,,57.8675,-152.8822,Kodiak Island,FALSE,,,
99608,STANDARD,Karluk,AK,,57.5689,-154.4551,Kodiak Island,FALSE,,,
99615,STANDARD,Kodiak,AK,,57.6036,-153.3751,Kodiak Island,FALSE,,,
99619,STANDARD,Kodiak,AK,,57.79,-152.4072,Kodiak Island,FALSE,,,
99624,STANDARD,Larsen Bay,AK,,57.54,-153.9786,Kodiak Island,FALSE,,,
99643,STANDARD,Old Harbor,AK,,57.2028,-153.3039,Kodiak Island,FALSE,,,
99644,STANDARD,Ouzinkie,AK,,57.9236,-152.5022,Kodiak Island,FALSE,,,
99697,STANDARD,Kodiak,AK,,57.79,-152.4072,Kodiak Island,FALSE,,,
99554,STANDARD,Alakanuk,AK,,62.6944,-164.6475,Kusilvak,FALSE,,,
99563,STANDARD,Chevak,AK,,61.529,-165.5905,Kusilvak,FALSE,,,
99581,STANDARD,Emmonak,AK,,62.7818,-164.5335,Kusilvak,FALSE,,,
99585,STANDARD,Marshall,AK,,61.9287,-162.268,Kusilvak,FALSE,,,
99604,STANDARD,Hooper Bay,AK,,61.527,-166.1151,Kusilvak,FALSE,,,
99620,STANDARD,Kotlik,AK,,63.0295,-163.5542,Kusilvak,FALSE,,,
99632,STANDARD,Mountain Village,AK,,62.1123,-163.6644,Kusilvak,FALSE,,,
99650,STANDARD,Pilot Station,AK,,61.9462,-162.8747,Kusilvak,FALSE,,,
99657,STANDARD,Russian Mission,AK,,61.7744,-161.3939,Kusilvak,FALSE,,,
99658,STANDARD,Saint Marys,AK,,62.1172,-163.2376,Kusilvak,FALSE,,,
99662,STANDARD,Scammon Bay,AK,,61.845,-165.5819,Kusilvak,FALSE,,,
99666,STANDARD,Nunam Iqua,AK,,62.5309,-164.8496,Kusilvak,FALSE,,,
99548,STANDARD,Chignik Lake,AK,,56.2448,-158.7578,Lake and Peninsula,FALSE,,,
99549,STANDARD,Port Heiden,AK,,56.9643,-158.5664,Lake and Peninsula,FALSE,,,
99564,STANDARD,Chignik,AK,,56.3016,-158.4157,Lake and Peninsula,FALSE,,,
99565,STANDARD,Chignik Lagoon,AK,,58.2687,-156.6484,Lake and Peninsula,FALSE,,,
99579,STANDARD,Egegik,AK,,58.2062,-157.3422,Lake and Peninsula,FALSE,,,
99606,STANDARD,Iliamna,AK,,59.7525,-154.8236,Lake and Peninsula,FALSE,,,
99625,STANDARD,Levelock,AK,,59.2905,-156.6503,Lake and Peninsula,FALSE,,,
99640,STANDARD,Nondalton,AK,,59.9736,-154.8458,Lake and Peninsula,FALSE,,,
99647,STANDARD,Pedro Bay,AK,,59.8681,-154.0757,Lake and Peninsula,FALSE,,,
99648,STANDARD,Perryville,AK,,55.9453,-159.2593,Lake and Peninsula,FALSE,,,
99649,STANDARD,Pilot Point,AK,,57.5642,-157.5792,Lake and Peninsula,FALSE,,,
99653,STANDARD,Port Alsworth,AK,,60.2025,-154.3128,Lake and Peninsula,FALSE,,,
99623,STANDARD,Wasilla,AK,,61.5463,-149.5901,Matanuska-Susitna Borough,FALSE,,,
99629,STANDARD,Wasilla,AK,,61.5841,-149.4436,Matanuska-Susitna Borough,FALSE,,,
99645,STANDARD,Palmer,AK,,61.6303,-148.9872,Matanuska-Susitna Borough,FALSE,,,
99652,STANDARD,Big Lake,AK,,61.5214,-149.9544,Matanuska-Susitna Borough,FALSE,,,
99654,STANDARD,Wasilla,AK,,61.5923,-149.3959,Matanuska-Susitna Borough,FALSE,,,
99667,STANDARD,Skwentna,AK,,61.9903,-151.3978,Matanuska-Susitna Borough,FALSE,,,
99674,STANDARD,Sutton,AK,,61.7327,-148.7837,Matanuska-Susitna Borough,FALSE,,,
99676,STANDARD,Talkeetna,AK,,62.2605,-150.1101,Matanuska-Susitna Borough,FALSE,,,
99683,STANDARD,Trapper Creek,AK,,62.3167,-150.2314,Matanuska-Susitna Borough,FALSE,,,
99687,STANDARD,Wasilla,AK,,61.5313,-149.4784,Matanuska-Susitna Borough,FALSE,,,
99688,STANDARD,Willow,AK,,61.8966,-150.0038,Matanuska-Susitna Borough,FALSE,,,
99694,STANDARD,Houston,AK,,61.6303,-149.8181,Matanuska-Susitna Borough,FALSE,,,
99659,STANDARD,Saint Michael,AK,,63.4776,-162.1091,Nome (CA),FALSE,,,
99671,STANDARD,Stebbins,AK,,63.5222,-162.2881,Nome (CA),FALSE,,,
99684,STANDARD,Unalakleet,AK,,63.8835,-160.7884,Nome (CA),FALSE,,,
99739,STANDARD,Elim,AK,,64.6217,-162.2604,Nome (CA),FALSE,,,
99742,STANDARD,Gambell,AK,,63.7766,-171.7017,Nome (CA),FALSE,,,
99753,STANDARD,Koyuk,AK,,64.9319,-161.1569,Nome (CA),FALSE,,,
99762,STANDARD,Nome,AK,,64.5011,-165.4064,Nome (CA),FALSE,,,
99769,STANDARD,Savoonga,AK,,63.6797,-170.4709,Nome (CA),FALSE,,,
99771,STANDARD,Shaktoolik,AK,,64.3537,-161.1932,Nome (CA),FALSE,,,
99772,STANDARD,Shishmaref,AK,,66.2306,-166.1373,Nome (CA),FALSE,,,
99778,STANDARD,Teller,AK,,65.2402,-166.3833,Nome (CA),FALSE,,,
99783,STANDARD,Wales,AK,,65.6092,-168.0875,Nome (CA),FALSE,,,
99784,STANDARD,White Mountain,AK,,64.6814,-163.4056,Nome (CA),FALSE,,,
99785,STANDARD,Brevig Mission,AK,,65.3342,-166.4786,Nome (CA),FALSE,,,
99721,STANDARD,Anaktuvuk Pass,AK,,68.1433,-151.7358,North Slope,FALSE,,,
99723,STANDARD,Barrow,AK,,71.2346,-156.8174,North Slope,FALSE,,,
99734,STANDARD,Prudhoe Bay,AK,,70.2922,-148.6694,North Slope,FALSE,,,
99747,STANDARD,Kaktovik,AK,,70.1319,-143.6239,North Slope,FALSE,,,
99759,STANDARD,Point Lay,AK,,69.7439,-163.0084,North Slope,FALSE,,,
99766,STANDARD,Point Hope,AK,,68.3486,-166.7347,North Slope,FALSE,,,
99782,STANDARD,Wainwright,AK,,70.6369,-160.0383,North Slope,FALSE,,,
99789,STANDARD,Nuiqsut,AK,,70.1927,-150.9971,North Slope,FALSE,,,
99791,STANDARD,Atqasuk,AK,,70.4947,-157.4411,North Slope,FALSE,,,
99727,STANDARD,Buckland,AK,,65.9789,-161.1262,Northwest Arctic,FALSE,,,
99736,STANDARD,Deering,AK,,66.0737,-162.714,Northwest Arctic,FALSE,,,
99749,STANDARD,Kiana,AK,,66.975,-160.4228,Northwest Arctic,FALSE,,,
99750,STANDARD,Kivalina,AK,,67.7269,-164.5333,Northwest Arctic,FALSE,,,
99751,STANDARD,Kobuk,AK,,66.9072,-156.8811,Northwest Arctic,FALSE,,,
99752,STANDARD,Kotzebue,AK,,66.8985,-162.5981,Northwest Arctic,FALSE,,,
99761,STANDARD,Noatak,AK,,67.5711,-162.9653,Northwest Arctic,FALSE,,,
99763,STANDARD,Noorvik,AK,,66.8364,-161.0441,Northwest Arctic,FALSE,,,
99770,STANDARD,Selawik,AK,,66.6039,-160.0069,Northwest Arctic,FALSE,,,
99773,STANDARD,Shungnak,AK,,66.8881,-157.1364,Northwest Arctic,FALSE,,,
99786,STANDARD,Ambler,AK,,67.0861,-157.8514,Northwest Arctic,FALSE,,,
99830,STANDARD,Kake,AK,,56.9736,-133.936,Petersburg,FALSE,,,
99833,STANDARD,Petersburg,AK,,56.8271,-133.1607,Petersburg,FALSE,,,
99836,STANDARD,Port Alexander,AK,,56.2497,-134.6444,Prince of Wales-Hyder,FALSE,,,
99903,STANDARD,Meyers Chuck,AK,,55.7408,-132.2564,Prince of Wales-Hyder,FALSE,,,
99918,STANDARD,Coffman Cove,AK,,55.9524,-132.7503,Prince of Wales-Hyder,FALSE,,,
99919,STANDARD,Thorne Bay,AK,,55.6609,-132.5138,Prince of Wales-Hyder,FALSE,,,
99921,STANDARD,Craig,AK,,55.4732,-133.1171,Prince of Wales-Hyder,FALSE,,,
99922,STANDARD,Hydaburg,AK,,55.2087,-132.8259,Prince of Wales-Hyder,FALSE,,,
99923,STANDARD,Hyder,AK,,55.9169,-130.0247,Prince of Wales-Hyder,FALSE,,,
99925,STANDARD,Klawock,AK,,55.5526,-133.0555,Prince of Wales-Hyder,FALSE,,,
99926,STANDARD,Metlakatla,AK,,55.1215,-131.579,Prince of Wales-Hyder,FALSE,,,
99927,STANDARD,Point Baker,AK,,56.3528,-133.6211,Prince of Wales-Hyder,FALSE,,,
99835,STANDARD,Sitka,AK,,57.0514,-135.3166,Sitka City and Borough,FALSE,,,
99840,STANDARD,Skagway,AK,,59.4685,-135.3018,Skagway,FALSE,,,
99689,STANDARD,Yakutat,AK,,59.812,-139.5505,Skagway-Hoonah-Angoon,FALSE,,,
99731,STANDARD,Fort Greely,AK,,63.952,-146.451,Southeast Fairbanks Census Area,FALSE,,,
99732,STANDARD,Chicken,AK,,64.0733,-141.9361,Southeast Fairbanks Census Area,FALSE,,,
99737,STANDARD,Delta Junction,AK,,64.0378,-145.7322,Southeast Fairbanks Census Area,FALSE,,,
99738,STANDARD,Eagle,AK,,64.7881,-141.2,Southeast Fairbanks Census Area,FALSE,,,
99764,STANDARD,Northway,AK,,62.9617,-141.9372,Southeast Fairbanks Census Area,FALSE,,,
99776,STANDARD,Tanacross,AK,,63.3853,-143.3464,Southeast Fairbanks Census Area,FALSE,,,
99780,STANDARD,Tok,AK,,63.3367,-142.9856,Southeast Fairbanks Census Area,FALSE,,,
99929,STANDARD,Wrangell,AK,,56.4335,-132.3529,City and Borough of Wrangell,FALSE,,,
99558,STANDARD,Anvik,AK,,62.6561,-160.2067,Yukon-Koyukuk (CA),FALSE,,,
99590,STANDARD,Grayling,AK,,62.9036,-160.0647,Yukon-Koyukuk (CA),FALSE,,,
99602,STANDARD,Holy Cross,AK,,62.1926,-159.8251,Yukon-Koyukuk (CA),FALSE,,,
99627,STANDARD,Mc Grath,AK,,62.9457,-155.5712,Yukon-Koyukuk (CA),FALSE,,,
99665,STANDARD,Shageluk,AK,,62.6822,-159.5619,Yukon-Koyukuk (CA),FALSE,,,
99675,STANDARD,Takotna,AK,,62.9886,-156.0642,Yukon-Koyukuk (CA),FALSE,,,
99691,STANDARD,Nikolai,AK,,63.0133,-154.375,Yukon-Koyukuk (CA),FALSE,,,
99720,STANDARD,Allakaket,AK,,66.5656,-152.6456,Yukon-Koyukuk (CA),FALSE,,,
99722,STANDARD,Arctic Village,AK,,68.1269,-145.5378,Yukon-Koyukuk (CA),FALSE,,,
99724,STANDARD,Beaver,AK,,66.3594,-147.3964,Yukon-Koyukuk (CA),FALSE,,,
99726,STANDARD,Bettles Field,AK,,65.2264,-151.0251,Yukon-Koyukuk (CA),FALSE,,,
99730,STANDARD,Central,AK,,65.4681,-144.7489,Yukon-Koyukuk (CA),FALSE,,,
99733,STANDARD,Circle,AK,,65.8245,-144.0826,Yukon-Koyukuk (CA),FALSE,,,
99740,STANDARD,Fort Yukon,AK,,66.5647,-145.2739,Yukon-Koyukuk (CA),FALSE,,,
99741,STANDARD,Galena,AK,,64.7333,-156.9275,Yukon-Koyukuk (CA),FALSE,,,
99745,STANDARD,Hughes,AK,,66.0382,-154.2644,Yukon-Koyukuk (CA),FALSE,,,
99746,STANDARD,Huslia,AK,,65.6899,-156.292,Yukon-Koyukuk (CA),FALSE,,,
99748,STANDARD,Kaltag,AK,,64.3305,-158.7243,Yukon-Koyukuk (CA),FALSE,,,
99754,STANDARD,Koyukuk,AK,,64.8803,-157.7008,Yukon-Koyukuk (CA),FALSE,,,
99756,STANDARD,Manley Hot Springs,AK,,65.0011,-150.6339,Yukon-Koyukuk (CA),FALSE,,,
99757,STANDARD,Lake Minchumina,AK,,63.8828,-152.3122,Yukon-Koyukuk (CA),FALSE,,,
99758,STANDARD,Minto,AK,,65.0584,-149.6912,Yukon-Koyukuk (CA),FALSE,,,
99760,STANDARD,Nenana,AK,,64.5577,-149.0867,Yukon-Koyukuk (CA),FALSE,,,
99765,STANDARD,Nulato,AK,,64.7194,-158.1031,Yukon-Koyukuk (CA),FALSE,,,
99767,STANDARD,Rampart,AK,,65.509,-150.1619,Yukon-Koyukuk (CA),FALSE,,,
99768,STANDARD,Ruby,AK,,64.7201,-155.5039,Yukon-Koyukuk (CA),FALSE,,,
99774,STANDARD,Stevens Village,AK,,66.0064,-149.0908,Yukon-Koyukuk (CA),FALSE,,,
99777,STANDARD,Tanana,AK,,65.1719,-152.0789,Yukon-Koyukuk (CA),FALSE,,,
99781,STANDARD,Venetie,AK,,67.0104,-146.4137,Yukon-Koyukuk (CA),FALSE,,,
99788,STANDARD,Chalkyitsik,AK,,66.6544,-143.7222,Yukon-Koyukuk (CA),FALSE,,,
36003,STANDARD,Autaugaville,AL,,32.4625,-86.7149,Autauga,FALSE,,,
36006,STANDARD,Billingsley,AL,,32.6596,-86.7178,Autauga,FALSE,,,
36008,STANDARD,Booth,AL,,32.5016,-86.5727,Autauga,FALSE,,,
36051,STANDARD,Marbury,AL,,32.6841,-86.4946,Autauga,FALSE,,,
36066,STANDARD,Prattville,AL,,32.4787,-86.43,Autauga,FALSE,,,
36067,STANDARD,Prattville,AL,,32.4715,-86.4831,Autauga,FALSE,,,
36068,STANDARD,Prattville,AL,,32.464,-86.4597,Autauga,FALSE,,,
36749,STANDARD,Jones,AL,,32.5104,-86.8138,Autauga,FALSE,,,
36507,STANDARD,Bay Minette,AL,,30.8635,-87.7644,Baldwin,FALSE,,,
36511,STANDARD,Bon Secour,AL,,30.3128,-87.7431,Baldwin,FALSE,,,
36526,STANDARD,Daphne,AL,,30.6197,-87.8895,Baldwin,FALSE,,,
36527,STANDARD,Spanish Fort,AL,,30.6959,-87.8867,Baldwin,FALSE,,,
36530,STANDARD,Elberta,AL,,30.3942,-87.589,Baldwin,FALSE,,,
36532,STANDARD,Fairhope,AL,,30.5012,-87.8835,Baldwin,FALSE,,,
36533,STANDARD,Fairhope,AL,,30.4841,-87.8606,Baldwin,FALSE,,,
36535,STANDARD,Foley,AL,,30.4007,-87.6857,Baldwin,FALSE,,,
36536,STANDARD,Foley,AL,,30.4222,-87.7064,Baldwin,FALSE,,,
36542,STANDARD,Gulf Shores,AL,,30.2717,-87.7589,Baldwin,FALSE,,,
